Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"New London County, CT",9011.0,57.34,43.5,88.1,"New London County, CT",41.4966,-71.9364
,"Tolland County, CT",9013.0,56.22,41.74,88.01,"Tolland County, CT",41.8121,-72.3192
,"Windham County, CT",9015.0,56.45,41.9,87.92,"Windham County, CT",41.8325,-71.9791
,"Kent County, DE",10001.0,61.63,48.62,88.86,"Kent County, DE",39.0975,-75.5721
,"New Castle County, DE",10003.0,61.93,46.48,89.18,"New Castle County, DE",39.5657,-75.6751
,"Sussex County, DE",10005.0,61.94,49.67,89.49,"Sussex County, DE",38.7069,-75.3935
,"District of Columbia, DC",11001.0,63.98,46.97,90.05,"District of Columbia, DC",,
,"Alachua County, FL",12001.0,79.24,61.14,92.74,"Alachua County, FL",29.6809,-82.3552
,"Baker County, FL",12003.0,78.45,60.25,92.57,"Baker County, FL",30.3606,-82.3149
,"Bay County, FL",12005.0,76.66,61.79,92.65,"Bay County, FL",30.2988,-85.5727
,"Bradford County, FL",12007.0,78.76,61.54,92.47,"Bradford County, FL",29.9315,-82.2143
,"Brevard County, FL",12009.0,80.58,67.43,92.18,"Brevard County, FL",28.3079,-80.7834
,"Broward County, FL",12011.0,82.66,69.54,92.12,"Broward County, FL",26.1511,-80.4895
,"Calhoun County, FL",12013.0,77.16,59.81,92.83,"Calhoun County, FL",30.4039,-85.2086
,"Charlotte County, FL",12015.0,81.47,67.74,92.22,"Charlotte County, FL",26.9023,-81.8292
,"Citrus County, FL",12017.0,80.02,63.58,92.52,"Citrus County, FL",28.8593,-82.4374
,"Clay County, FL",12019.0,78.84,62.32,92.53,"Clay County, FL",29.9562,-81.8292
,"Collier County, FL",12021.0,82.84,68.57,92.25,"Collier County, FL",26.1608,-81.3445
,"Columbia County, FL",12023.0,78.5,59.91,92.7,"Columbia County, FL",30.2096,-82.6264
,"Dade County, FL",12025.0,82.81,70.8,91.95,"Dade County, FL",,
,"DeSoto County, FL",12027.0,82.44,65.01,92.59,"DeSoto County, FL",27.1854,-81.8097
,"Dixie County, FL",12029.0,77.75,62.7,92.89,"Dixie County, FL",29.5671,-83.1715
,"Duval County, FL",12031.0,78.01,62.77,92.49,"Duval County, FL",30.3866,-81.7798
,"Escambia County, FL",12033.0,75.06,60.62,92.56,"Escambia County, FL",30.6538,-87.3304
,"Flagler County, FL",12035.0,79.29,63.89,92.44,"Flagler County, FL",29.4662,-81.3097
,"Franklin County, FL",12037.0,75.97,62.9,92.74,"Franklin County, FL",29.8538,-84.8366
,"Gadsden County, FL",12039.0,76.55,58.42,92.61,"Gadsden County, FL",30.5501,-84.6353
,"Gilchrist County, FL",12041.0,78.74,60.77,93.05,"Gilchrist County, FL",29.749,-82.7979
,"Glades County, FL",12043.0,82.86,66.57,92.45,"Glades County, FL",26.9796,-81.2237
,"Gulf County, FL",12045.0,77.29,61.87,92.76,"Gulf County, FL",29.9344,-85.2103
,"Hamilton County, FL",12047.0,77.87,59.55,92.87,"Hamilton County, FL",30.476,-82.9714
,"Hardee County, FL",12049.0,82.32,64.66,92.53,"Hardee County, FL",27.4929,-81.8094
,"Hendry County, FL",12051.0,83.28,66.72,92.45,"Hendry County, FL",26.6046,-81.2253
,"Hernando County, FL",12053.0,79.73,65.11,92.23,"Hernando County, FL",28.5644,-82.4065
,"Highlands County, FL",12055.0,82.59,65.35,92.59,"Highlands County, FL",27.3401,-81.3049
,"Hillsborough County, FL",12057.0,81.79,64.91,92.36,"Hillsborough County, FL",27.9097,-82.2405
,"Holmes County, FL",12059.0,77.01,58.41,92.8,"Holmes County, FL",30.8497,-85.8166
,"Indian River County, FL",12061.0,82.09,67.45,92.35,"Indian River County, FL",27.7062,-80.637
,"Jackson County, FL",12063.0,77.08,58.41,92.91,"Jackson County, FL",30.7828,-85.1769
,"Jefferson County, FL",12065.0,77.13,59.01,93.24,"Jefferson County, FL",30.3778,-83.9384
,"Lafayette County, FL",12067.0,78.14,60.16,93.05,"Lafayette County, FL",30.0414,-83.1969
,"Lake County, FL",12069.0,81.16,63.3,92.53,"Lake County, FL",28.8116,-81.6866
,"Lee County, FL",12071.0,81.15,69.2,92.01,"Lee County, FL",26.5436,-81.7444
,"Leon County, FL",12073.0,76.99,58.82,93.17,"Leon County, FL",30.4796,-84.2219
,"Levy County, FL",12075.0,78.7,62.67,92.88,"Levy County, FL",29.2967,-82.749
,"Liberty County, FL",12077.0,76.99,60.05,92.97,"Liberty County, FL",30.2933,-84.8882
,"Madison County, FL",12079.0,77.54,58.96,93.03,"Madison County, FL",30.4557,-83.4724
,"Manatee County, FL",12081.0,81.73,66.04,92.32,"Manatee County, FL",27.4274,-82.3328
,"Marion County, FL",12083.0,80.14,62.47,92.57,"Marion County, FL",29.2407,-82.0227
,"Martin County, FL",12085.0,81.16,69.37,91.86,"Martin County, FL",27.0829,-80.4238
,"Monroe County, FL",12087.0,82.27,71.31,91.92,"Monroe County, FL",25.4621,-81.0211
,"Nassau County, FL",12089.0,78.12,61.1,92.7,"Nassau County, FL",30.5521,-81.8734
,"Okaloosa County, FL",12091.0,76.24,60.05,92.39,"Okaloosa County, FL",30.6992,-86.5921
,"Okeechobee County, FL",12093.0,82.21,66.46,92.41,"Okeechobee County, FL",27.3016,-80.8409
,"Orange County, FL",12095.0,81.42,64.22,92.57,"Orange County, FL",28.5666,-81.2951
,"Osceola County, FL",12097.0,81.92,64.81,92.65,"Osceola County, FL",27.9963,-81.1262
,"Palm Beach County, FL",12099.0,81.87,68.97,92.07,"Palm Beach County, FL",26.6457,-80.4653
,"Pasco County, FL",12101.0,80.65,65.04,92.35,"Pasco County, FL",28.3248,-82.3938
,"Pinellas County, FL",12103.0,77.2,70.66,92.2,"Pinellas County, FL",27.9341,-82.7715
,"Polk County, FL",12105.0,82.0,64.09,92.46,"Polk County, FL",28.0031,-81.7384
,"Putnam County, FL",12107.0,79.55,62.35,92.61,"Putnam County, FL",29.6056,-81.8327
,"St. Johns County, FL",12109.0,78.57,63.78,92.45,"St. Johns County, FL",29.9382,-81.4423
,"St. Lucie County, FL",12111.0,80.77,69.63,91.86,"St. Lucie County, FL",27.3823,-80.4869
,"Santa Rosa County, FL",12113.0,75.53,60.72,92.64,"Santa Rosa County, FL",30.6713,-87.0296
,"Sarasota County, FL",12115.0,81.33,66.98,92.25,"Sarasota County, FL",27.1675,-82.2674
,"Seminole County, FL",12117.0,81.08,64.24,92.67,"Seminole County, FL",28.7457,-81.2396
,"Sumter County, FL",12119.0,80.86,63.1,92.54,"Sumter County, FL",28.633,-82.1055
,"Suwannee County, FL",12121.0,78.21,59.71,92.87,"Suwannee County, FL",30.163,-83.0132
,"Taylor County, FL",12123.0,76.67,62.38,92.99,"Taylor County, FL",29.9856,-83.5757
,"Union County, FL",12125.0,78.64,60.5,92.62,"Union County, FL",30.0316,-82.3844
,"Volusia County, FL",12127.0,80.2,64.39,92.46,"Volusia County, FL",29.0205,-81.1398
,"Wakulla County, FL",12129.0,76.7,60.24,93.18,"Wakulla County, FL",30.1363,-84.3717
,"Walton County, FL",12131.0,76.71,59.8,92.37,"Walton County, FL",30.6327,-86.1524
,"Washington County, FL",12133.0,77.19,59.23,92.86,"Washington County, FL",30.6112,-85.672
,"Appling County, GA",13001.0,76.87,57.91,92.55,"Appling County, GA",31.7234,-82.3271
,"Atkinson County, GA",13003.0,77.05,57.95,92.63,"Atkinson County, GA",31.302,-82.8413
,"Bacon County, GA",13005.0,77.16,57.98,92.63,"Bacon County, GA",31.5642,-82.446
,"Baker County, GA",13007.0,76.32,57.9,92.92,"Baker County, GA",31.2669,-84.4974
,"Baldwin County, GA",13009.0,73.75,54.67,92.14,"Baldwin County, GA",33.0582,-83.2522
,"Banks County, GA",13011.0,69.91,53.08,90.42,"Banks County, GA",34.3445,-83.5214
,"Barrow County, GA",13013.0,70.19,53.49,90.34,"Barrow County, GA",34.0119,-83.7101
,"Bartow County, GA",13015.0,69.82,52.48,90.39,"Bartow County, GA",34.2431,-84.8388
,"Ben Hill County, GA",13017.0,75.78,57.29,92.28,"Ben Hill County, GA",31.7537,-83.1608
,"Berrien County, GA",13019.0,76.57,57.66,92.54,"Berrien County, GA",31.251,-83.1933
,"Bibb County, GA",13021.0,74.17,55.16,92.23,"Bibb County, GA",32.8066,-83.6856
,"Bleckley County, GA",13023.0,74.82,55.99,92.41,"Bleckley County, GA",32.4283,-83.345
,"Brantley County, GA",13025.0,77.59,59.94,92.77,"Brantley County, GA",31.1925,-82.0272
,"Brooks County, GA",13027.0,76.86,58.42,92.73,"Brooks County, GA",30.8589,-83.5455
,"Bryan County, GA",13029.0,76.43,59.28,92.7,"Bryan County, GA",31.9846,-81.4508
,"Bulloch County, GA",13031.0,75.94,57.1,92.6,"Bulloch County, GA",32.4037,-81.7281
,"Burke County, GA",13033.0,74.64,55.47,92.53,"Burke County, GA",33.0511,-81.9246
,"Butts County, GA",13035.0,71.78,54.55,91.17,"Butts County, GA",33.3124,-83.948
,"Calhoun County, GA",13037.0,75.86,57.66,92.66,"Calhoun County, GA",31.5358,-84.6324
,"Camden County, GA",13039.0,77.52,61.54,92.69,"Camden County, GA",30.9392,-81.677
,"Candler County, GA",13043.0,75.91,56.85,92.52,"Candler County, GA",32.4128,-82.0614
,"Carroll County, GA",13045.0,70.11,53.04,89.83,"Carroll County, GA",33.6142,-85.1175
,"Catoosa County, GA",13047.0,68.93,52.69,90.46,"Catoosa County, GA",34.8771,-85.1438
,"Charlton County, GA",13049.0,78.11,59.88,92.69,"Charlton County, GA",30.7162,-82.1044
,"Chatham County, GA",13051.0,76.59,60.31,92.52,"Chatham County, GA",32.0419,-81.1414
,"Chattahoochee County, GA",13053.0,74.27,57.33,91.94,"Chattahoochee County, GA",32.378,-84.8
,"Chattooga County, GA",13055.0,69.26,52.84,90.47,"Chattooga County, GA",34.4379,-85.337
,"Cherokee County, GA",13057.0,69.02,52.45,89.68,"Cherokee County, GA",34.2442,-84.4561
,"Clarke County, GA",13059.0,71.29,53.68,90.96,"Clarke County, GA",33.9437,-83.3976
,"Clay County, GA",13061.0,75.64,57.79,92.24,"Clay County, GA",31.6344,-85.0101
,"Clayton County, GA",13063.0,70.75,53.57,90.28,"Clayton County, GA",33.5008,-84.352
,"Clinch County, GA",13065.0,77.6,58.88,92.73,"Clinch County, GA",30.8844,-82.7311
,"Cobb County, GA",13067.0,69.93,52.57,89.99,"Cobb County, GA",33.9125,-84.585
,"Coffee County, GA",13069.0,76.67,57.51,92.4,"Coffee County, GA",31.5867,-82.8437
,"Colquitt County, GA",13071.0,76.16,58.01,92.33,"Colquitt County, GA",31.1805,-83.77
,"Columbia County, GA",13073.0,73.34,54.64,92.26,"Columbia County, GA",33.5274,-82.2215
,"Cook County, GA",13075.0,76.58,57.74,92.49,"Cook County, GA",31.1889,-83.4296
,"Coweta County, GA",13077.0,71.16,53.75,90.56,"Coweta County, GA",33.3514,-84.7798
,"Crawford County, GA",13079.0,73.96,55.68,91.7,"Crawford County, GA",32.6937,-83.9622
,"Crisp County, GA",13081.0,75.42,56.87,92.14,"Crisp County, GA",31.9167,-83.7665
,"Dade County, GA",13083.0,67.43,51.46,89.23,"Dade County, GA",34.8062,-85.5116
,"Dawson County, GA",13085.0,66.24,51.4,88.24,"Dawson County, GA",34.4804,-84.2231
,"Decatur County, GA",13087.0,76.62,58.04,92.98,"Decatur County, GA",30.8823,-84.5722
,"DeKalb County, GA",13089.0,70.28,53.12,90.17,"DeKalb County, GA",33.7931,-84.22
,"Dodge County, GA",13091.0,75.55,56.6,92.45,"Dodge County, GA",32.1735,-83.1512
,"Dooly County, GA",13093.0,75.31,56.68,92.25,"Dooly County, GA",32.1604,-83.8203
,"Dougherty County, GA",13095.0,76.0,57.9,92.79,"Dougherty County, GA",31.5429,-84.2219
,"Douglas County, GA",13097.0,70.33,52.8,90.05,"Douglas County, GA",33.69,-84.7665
,"Early County, GA",13099.0,76.24,57.7,92.63,"Early County, GA",31.2959,-84.8656
,"Echols County, GA",13101.0,77.55,59.28,92.71,"Echols County, GA",30.732,-82.9459
,"Effingham County, GA",13103.0,76.28,57.29,92.77,"Effingham County, GA",32.346,-81.3226
,"Elbert County, GA",13105.0,71.68,53.84,91.44,"Elbert County, GA",34.1232,-82.8596
,"Emanuel County, GA",13107.0,75.2,56.2,92.49,"Emanuel County, GA",32.5672,-82.3078
,"Evans County, GA",13109.0,76.46,57.65,92.7,"Evans County, GA",32.1637,-81.8891
,"Fannin County, GA",13111.0,64.02,49.48,86.83,"Fannin County, GA",34.7944,-84.1995
,"Fayette County, GA",13113.0,71.08,53.88,90.43,"Fayette County, GA",33.4038,-84.5001
,"Floyd County, GA",13115.0,70.39,53.07,91.07,"Floyd County, GA",34.335,-85.194
,"Forsyth County, GA",13117.0,68.61,52.72,89.32,"Forsyth County, GA",34.193,-84.1509
,"Franklin County, GA",13119.0,70.31,53.69,90.85,"Franklin County, GA",34.3836,-83.2429
,"Fulton County, GA",13121.0,70.15,53.01,90.1,"Fulton County, GA",33.845,-84.4039
,"Gilmer County, GA",13123.0,65.49,50.73,87.8,"Gilmer County, GA",34.7061,-84.4542
,"Glascock County, GA",13125.0,73.33,54.6,91.82,"Glascock County, GA",33.2234,-82.6236
,"Glynn County, GA",13127.0,76.53,62.26,92.54,"Glynn County, GA",31.2334,-81.5432
,"Gordon County, GA",13129.0,69.86,52.79,90.79,"Gordon County, GA",34.5244,-84.8721
,"Grady County, GA",13131.0,76.39,58.03,92.59,"Grady County, GA",30.8775,-84.2288
,"Greene County, GA",13133.0,72.32,54.21,91.47,"Greene County, GA",33.5582,-83.1539
,"Gwinnett County, GA",13135.0,69.7,53.57,89.95,"Gwinnett County, GA",33.9601,-84.0453
,"Habersham County, GA",13137.0,66.96,51.49,88.27,"Habersham County, GA",34.6308,-83.5159
,"Hall County, GA",13139.0,68.93,52.36,89.47,"Hall County, GA",34.3063,-83.7851
,"Hancock County, GA",13141.0,73.22,54.31,91.73,"Hancock County, GA",33.2596,-82.9988
,"Haralson County, GA",13143.0,69.18,53.11,89.36,"Haralson County, GA",33.7836,-85.2066
,"Harris County, GA",13145.0,72.36,55.91,90.84,"Harris County, GA",32.7279,-84.8993
,"Hart County, GA",13147.0,70.66,53.33,90.85,"Hart County, GA",34.3518,-82.9594
,"Heard County, GA",13149.0,71.55,54.33,90.95,"Heard County, GA",33.2797,-85.1124
,"Henry County, GA",13151.0,71.18,54.13,90.68,"Henry County, GA",33.4724,-84.1195
,"Houston County, GA",13153.0,74.8,56.04,92.23,"Houston County, GA",32.4877,-83.6449
,"Irwin County, GA",13155.0,76.0,57.68,92.28,"Irwin County, GA",31.6216,-83.2681
,"Jackson County, GA",13157.0,70.39,53.41,90.64,"Jackson County, GA",34.1326,-83.5846
,"Jasper County, GA",13159.0,72.59,54.6,91.66,"Jasper County, GA",33.3294,-83.6903
,"Jeff Davis County, GA",13161.0,76.58,57.3,92.59,"Jeff Davis County, GA",31.8214,-82.666
,"Jefferson County, GA",13163.0,74.23,55.29,92.25,"Jefferson County, GA",33.0376,-82.4451
,"Jenkins County, GA",13165.0,75.25,56.1,92.58,"Jenkins County, GA",32.7878,-81.9779
,"Johnson County, GA",13167.0,74.52,56.07,92.34,"Johnson County, GA",32.6656,-82.6422
,"Jones County, GA",13169.0,73.53,54.43,91.92,"Jones County, GA",33.0137,-83.5574
,"Lamar County, GA",13171.0,72.32,54.83,90.93,"Lamar County, GA",33.0706,-84.1453
,"Lanier County, GA",13173.0,76.92,57.75,92.78,"Lanier County, GA",31.0139,-83.0752
,"Laurens County, GA",13175.0,74.99,56.33,92.54,"Laurens County, GA",32.4323,-82.9229
,"Lee County, GA",13177.0,75.65,57.31,92.56,"Lee County, GA",31.7691,-84.1367
,"Liberty County, GA",13179.0,76.26,60.46,92.56,"Liberty County, GA",31.8255,-81.5252
,"Lincoln County, GA",13181.0,72.78,54.18,92.01,"Lincoln County, GA",33.8109,-82.4499
,"Long County, GA",13183.0,77.03,58.84,92.82,"Long County, GA",31.7775,-81.797
,"Lowndes County, GA",13185.0,77.09,58.24,92.67,"Lowndes County, GA",30.8282,-83.2435
,"Lumpkin County, GA",13187.0,65.78,51.07,88.11,"Lumpkin County, GA",34.5765,-84.0269
,"McDuffie County, GA",13189.0,72.95,54.01,91.79,"McDuffie County, GA",33.4859,-82.496
,"McIntosh County, GA",13191.0,75.83,63.35,92.3,"McIntosh County, GA",31.4956,-81.4702
,"Macon County, GA",13193.0,74.71,56.43,92.03,"Macon County, GA",32.3532,-84.0509
,"Madison County, GA",13195.0,70.84,53.77,90.84,"Madison County, GA",34.1361,-83.2063
,"Marion County, GA",13197.0,73.83,56.89,91.23,"Marion County, GA",32.3437,-84.5242
,"Meriwether County, GA",13199.0,71.7,54.9,90.5,"Meriwether County, GA",33.039,-84.6999
,"Miller County, GA",13201.0,76.51,57.76,92.94,"Miller County, GA",31.1629,-84.7302
,"Mitchell County, GA",13205.0,76.22,58.27,92.7,"Mitchell County, GA",31.2606,-84.1797
,"Monroe County, GA",13207.0,73.13,54.79,91.63,"Monroe County, GA",33.0262,-83.8828
,"Montgomery County, GA",13209.0,76.0,56.53,92.6,"Montgomery County, GA",32.1518,-82.5334
,"Morgan County, GA",13211.0,72.01,53.94,91.38,"Morgan County, GA",33.6264,-83.5086
,"Murray County, GA",13213.0,68.09,52.31,89.91,"Murray County, GA",34.786,-84.7429
,"Muscogee County, GA",13215.0,74.01,57.21,91.98,"Muscogee County, GA",32.4916,-84.8638
,"Newton County, GA",13217.0,71.58,53.84,91.01,"Newton County, GA",33.5555,-83.8413
,"Oconee County, GA",13219.0,71.44,53.6,91.02,"Oconee County, GA",33.832,-83.416
,"Oglethorpe County, GA",13221.0,71.75,53.81,91.28,"Oglethorpe County, GA",33.8688,-83.0903
,"Paulding County, GA",13223.0,69.77,52.39,89.86,"Paulding County, GA",33.9259,-84.8869
,"Peach County, GA",13225.0,74.52,55.87,91.97,"Peach County, GA",32.5654,-83.8325
,"Pickens County, GA",13227.0,67.56,51.58,88.62,"Pickens County, GA",34.4696,-84.4869
,"Pierce County, GA",13229.0,77.47,58.68,92.83,"Pierce County, GA",31.3665,-82.2213
,"Pike County, GA",13231.0,71.57,54.6,90.47,"Pike County, GA",33.0887,-84.3827
,"Polk County, GA",13233.0,69.87,52.73,90.26,"Polk County, GA",33.9981,-85.1824
,"Pulaski County, GA",13235.0,75.25,56.53,92.46,"Pulaski County, GA",32.2541,-83.4876
,"Putnam County, GA",13237.0,73.08,54.52,91.85,"Putnam County, GA",33.3256,-83.3438
,"Quitman County, GA",13239.0,75.2,57.03,92.22,"Quitman County, GA",31.8817,-85.0187
,"Rabun County, GA",13241.0,63.55,49.2,86.58,"Rabun County, GA",34.8585,-83.4531
,"Randolph County, GA",13243.0,75.21,57.07,92.03,"Randolph County, GA",31.7744,-84.7808
,"Richmond County, GA",13245.0,73.86,55.26,92.33,"Richmond County, GA",33.3856,-82.0915
,"Rockdale County, GA",13247.0,71.14,53.64,90.75,"Rockdale County, GA",33.6557,-84.012
,"Schley County, GA",13249.0,74.33,56.85,91.6,"Schley County, GA",32.2933,-84.3163
,"Screven County, GA",13251.0,75.57,56.58,92.78,"Screven County, GA",32.7678,-81.6249
,"Seminole County, GA",13253.0,76.71,58.31,92.99,"Seminole County, GA",30.8925,-84.8506
,"Spalding County, GA",13255.0,71.53,54.39,90.59,"Spalding County, GA",33.2657,-84.27
,"Stephens County, GA",13257.0,69.73,53.54,90.53,"Stephens County, GA",34.5742,-83.2794
,"Stewart County, GA",13259.0,74.45,56.9,91.83,"Stewart County, GA",32.0762,-84.8492
,"Sumter County, GA",13261.0,75.2,56.79,92.11,"Sumter County, GA",32.0502,-84.2061
,"Talbot County, GA",13263.0,73.06,56.04,91.06,"Talbot County, GA",32.7045,-84.519
,"Taliaferro County, GA",13265.0,72.54,53.89,91.48,"Taliaferro County, GA",33.5857,-82.857
,"Tattnall County, GA",13267.0,76.64,57.4,92.68,"Tattnall County, GA",32.0537,-82.0532
,"Taylor County, GA",13269.0,74.05,56.12,91.55,"Taylor County, GA",32.56,-84.2449
,"Telfair County, GA",13271.0,76.36,56.99,92.79,"Telfair County, GA",31.9642,-82.9136
,"Terrell County, GA",13273.0,75.28,56.96,92.18,"Terrell County, GA",31.7942,-84.4316
,"Thomas County, GA",13275.0,76.59,58.3,92.67,"Thomas County, GA",30.8684,-83.9073
,"Tift County, GA",13277.0,75.97,57.81,92.14,"Tift County, GA",31.4588,-83.5179
,"Toombs County, GA",13279.0,76.12,56.88,92.57,"Toombs County, GA",32.1275,-82.3265
,"Towns County, GA",13281.0,62.38,47.99,85.75,"Towns County, GA",34.8916,-83.7245
,"Treutlen County, GA",13283.0,75.46,56.14,92.58,"Treutlen County, GA",32.4032,-82.5473
,"Troup County, GA",13285.0,71.99,55.3,90.96,"Troup County, GA",33.0462,-85.0417
,"Turner County, GA",13287.0,75.61,57.29,92.05,"Turner County, GA",31.7095,-83.6251
,"Twiggs County, GA",13289.0,74.26,55.28,92.23,"Twiggs County, GA",32.6753,-83.4428
,"Union County, GA",13291.0,63.17,49.02,86.35,"Union County, GA",34.8145,-83.9604
,"Upson County, GA",13293.0,72.59,55.52,91.03,"Upson County, GA",32.847,-84.2938
,"Walker County, GA",13295.0,68.07,52.08,89.78,"Walker County, GA",34.7861,-85.3261
,"Walton County, GA",13297.0,71.01,53.33,90.61,"Walton County, GA",33.7621,-83.7467
,"Ware County, GA",13299.0,77.59,58.9,92.69,"Ware County, GA",31.0216,-82.3674
,"Warren County, GA",13301.0,73.02,54.19,91.64,"Warren County, GA",33.4325,-82.7019
,"Washington County, GA",13303.0,74.08,55.4,92.23,"Washington County, GA",32.9975,-82.7988
,"Wayne County, GA",13305.0,77.2,58.99,92.69,"Wayne County, GA",31.5786,-81.9153
,"Webster County, GA",13307.0,74.67,56.69,91.65,"Webster County, GA",32.0757,-84.538
,"Wheeler County, GA",13309.0,76.24,56.84,92.83,"Wheeler County, GA",32.1146,-82.7647
,"White County, GA",13311.0,66.09,51.06,88.02,"White County, GA",34.6527,-83.7674
,"Whitfield County, GA",13313.0,69.36,53.05,90.85,"Whitfield County, GA",34.802,-84.9888
,"Wilcox County, GA",13315.0,75.56,56.9,92.38,"Wilcox County, GA",31.989,-83.45
,"Wilkes County, GA",13317.0,72.43,53.92,91.72,"Wilkes County, GA",33.7943,-82.7783
,"Wilkinson County, GA",13319.0,74.31,55.4,92.41,"Wilkinson County, GA",32.7966,-83.1537
,"Worth County, GA",13321.0,75.72,57.6,92.18,"Worth County, GA",31.5845,-83.8333
,"Ada County, ID",16001.0,63.24,46.6,86.46,"Ada County, ID",43.4673,-116.224
,"Adams County, ID",16003.0,52.44,37.41,82.61,"Adams County, ID",44.8572,-116.5409
,"Bannock County, ID",16005.0,54.38,37.62,82.64,"Bannock County, ID",42.6408,-112.163
,"Bear Lake County, ID",16007.0,50.4,34.12,80.89,"Bear Lake County, ID",42.3017,-111.3162
,"Benewah County, ID",16009.0,55.0,39.72,82.95,"Benewah County, ID",47.2169,-116.6847
,"Bingham County, ID",16011.0,56.18,38.51,83.9,"Bingham County, ID",43.2471,-112.2977
,"Blaine County, ID",16013.0,51.32,35.69,83.32,"Blaine County, ID",43.3095,-113.8783
,"Boise County, ID",16015.0,51.84,36.71,82.35,"Boise County, ID",43.9699,-115.7708
,"Bonner County, ID",16017.0,52.62,36.78,82.94,"Bonner County, ID",48.3729,-116.5425
,"Bonneville County, ID",16019.0,51.85,35.58,82.54,"Bonneville County, ID",43.3324,-111.4337
,"Boundary County, ID",16021.0,49.46,33.52,82.7,"Boundary County, ID",48.7983,-116.4171
,"Butte County, ID",16023.0,52.32,36.38,82.67,"Butte County, ID",43.7614,-113.0807
,"Camas County, ID",16025.0,50.11,35.13,82.03,"Camas County, ID",43.5285,-114.836
